Protein accession	Gene	Associated gene ID	Description	Coverage	# Proteins	Proteins in group	miR FASP_# Unique peptides	miR FASP_# Peptides	miR FASP_# PSMs	miR FASP_Protein error probability	miR FASP_q-value	miR FASP_PEP	miR FASP_MS1 precursor area	miR FASP_tmt10plex_126	miR FASP_tmt10plex_126 - # quanted PSMs	miR FASP_tmt10plex_127N	miR FASP_tmt10plex_127N - # quanted PSMs	miR FASP_tmt10plex_127C	miR FASP_tmt10plex_127C - # quanted PSMs	miR FASP_tmt10plex_128N	miR FASP_tmt10plex_128N - # quanted PSMs	miR FASP_tmt10plex_128C	miR FASP_tmt10plex_128C - # quanted PSMs	miR FASP_tmt10plex_129N	miR FASP_tmt10plex_129N - # quanted PSMs	miR FASP_tmt10plex_129C	miR FASP_tmt10plex_129C - # quanted PSMs	miR FASP_tmt10plex_130N	miR FASP_tmt10plex_130N - # quanted PSMs	miR FASP_tmt10plex_130C	miR FASP_tmt10plex_130C - # quanted PSMs	miR FASP_tmt10plex_131	miR FASP_tmt10plex_131 - # quanted PSMs
ZFAT	NA	ENSG00000066827	zinc finger and AT hook domain containing [Source:HGNC Symbol;Acc:HGNC:19899]	NA	na	NA	4	4	4	7.329923780009897e-14	0.0	0.00162245	1763103.0	0.953210637782393	4	1.49732324156875	4	1.27147810906223	4	1.02111777236326	4	1.04197818619733	4	1.23933288578508	4	1.01614704109462	4	1.02048454911492	4	1.06059942048422	4	1.02670698192674	4
ZFC3H1	NA	ENSG00000133858	zinc finger, C3H1-type containing [Source:HGNC Symbol;Acc:HGNC:28328]	NA	na	NA	40	40	58	1.1261556515016122e-149	0.0	0.00162245	42658382.0	0.918353542985851	58	0.988517933015554	57	1.11707343033024	58	0.916684890334761	56	1.00539181593399	58	0.978537867482667	58	0.969754544300895	58	1.06236941278459	58	0.960444988905332	58	1.00903025595895	58
ZFHX3	NA	ENSG00000140836	zinc finger homeobox 3 [Source:HGNC Symbol;Acc:HGNC:777]	NA	na	NA	18	21	27	2.4640546348148253e-69	0.0	0.00162245	10098825.666666666	1.00605984195788	22	1.02358727906871	22	0.993204936586024	22	0.960111253021466	22	1.03689012025871	22	1.07563239321138	22	1.01552316379667	22	0.966859655883967	22	1.03543451410868	22	1.03384574007372	22
ZFHX4	NA	ENSG00000091656	zinc finger homeobox 4 [Source:HGNC Symbol;Acc:HGNC:30939]	NA	na	NA	2	4	5	0.004326956128	0.0255467	0.990232	2711238.0	1.21201496300796	2	0.919360561778318	2	0.63242278982434	2	1.06031901396884	2	0.92747475648977	2	0.643012296728374	2	1.08927358383162	2	0.877647409003947	2	1.24987798572562	2	0.897399339578869	2
ZFP1	NA	ENSG00000184517	ZFP1 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:23328]	NA	na	NA	1	1	1	0.11071	0.10031	1.0	7359328.0	1.01003306243253	1	1.01916662511822	1	1.07609448500691	1	1.16565638414235	1	0.89746969916202	1	1.1175426610778	1	1.2222402489588	1	1.09102293753515	1	0.815490071886027	1	1.08576672005374	1
ZFP36L1	NA	ENSG00000185650	ZFP36 ring finger protein-like 1 [Source:HGNC Symbol;Acc:HGNC:1107]	NA	na	NA	5	6	8	1.1086873509589397e-19	0.0	0.00162245	12119687.0	1.01116023826292	7	1.37690342974174	7	1.22062968999731	7	2.76283059223278	7	0.969698856851545	7	1.54005944366117	7	2.70688767041294	7	0.958281833137313	7	1.49548454172129	7	1.28477125186819	7
ZFP36L2	NA	ENSG00000152518	ZFP36 ring finger protein-like 2 [Source:HGNC Symbol;Acc:HGNC:1108]	NA	na	NA	5	6	10	6.213340383321673e-24	0.0	0.00162245	20197917.666666668	0.996235323018906	9	1.00020881878392	8	1.05726170530703	9	1.36939944294554	9	1.07367053581788	8	1.28460929067463	9	1.46502396439675	9	0.899148715909904	9	0.932281217017479	9	1.03094711198024	9
ZFP41	NA	ENSG00000181638	ZFP41 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:26786]	NA	na	NA	1	1	1	0.00517234	0.0051977	0.4186555	622877.0	1.41926601608711	1	NA	0	1.02176818302995	1	1.11371477882115	1	0.644084189492143	1	2.21276202690268	1	0.95799013812307	1	NA	0	0.996319811261233	1	1.74344211648072	1
ZFP62	NA	ENSG00000196670	ZFP62 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:23241]	NA	na	NA	2	4	6	0.0018901544011999999	0.00850886	0.5922175000000001	1476807.0	0.760197092901077	2	0.945263347313329	1	0.681001928235231	2	0.556461385919817	2	1.00441590308457	1	1.24885472323365	2	0.900666094990245	1	1.2130610227233	2	0.768812805675696	2	1.03484834846341	2
ZFP64	NA	ENSG00000020256	ZFP64 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:15940]	NA	na	NA	3	3	3	2.20882576972288e-12	0.0	0.00162245	3662805.3333333335	0.843805795033117	3	1.02196986905364	3	1.41196597734164	3	1.13206000756463	3	0.942737785806006	3	1.28507440710554	3	1.05796828071938	3	1.06342150883316	3	1.27412379421217	3	1.41099405490207	3
ZFP82	NA	ENSG00000181007	ZFP82 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:28682]	NA	na	NA	1	1	1	0.000439657	0.000269579	0.0832383	1841936.0	1.16170163374788	1	1.089220682803	1	0.866239567720557	1	1.05533395584443	1	0.765839835508285	1	1.2165338260567	1	1.00710866845679	1	1.07453430719477	1	1.22449031776543	1	1.04824370131887	1
ZFP90	NA	ENSG00000184939	ZFP90 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:23329]	NA	na	NA	1	1	1	0.00573742	0.0051977	0.42763	1709606.0	0.902273531501746	1	1.05229137396143	1	0.973154485287604	1	0.818043040200583	1	1.00183403134139	1	0.915704088450639	1	1.03464821021532	1	1.09262904265963	1	0.900950525321817	1	0.783055557509638	1
ZFP91	NA	ENSG00000186660	ZFP91 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:14983]	NA	na	NA	1	18	26	0.00637159	0.00532669	0.4491975	13216525.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZFP92	NA	ENSG00000189420	ZFP92 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:12865]	NA	na	NA	1	1	1	0.054309	0.05351785	1.0	3527778.0	0.737422726526674	1	1.66612831718343	1	2.30857681383325	1	0.869118594739208	1	0.961437834651109	1	0.863436456450381	1	0.851090079573033	1	1.2816102913472	1	1.02890325548892	1	2.0434322287279	1
ZFPL1	NA	ENSG00000162300	zinc finger protein-like 1 [Source:HGNC Symbol;Acc:HGNC:12868]	NA	na	NA	5	5	10	2.928670373591706e-28	0.0	0.00162245	21898914.0	1.06580998522141	10	1.02185970561963	10	0.869304706150158	10	0.923008141750261	10	1.01307561683756	10	0.913521395129609	10	0.936597492406012	10	0.93759591478078	10	1.07401308891833	10	1.00081769142133	10
ZFR	NA	ENSG00000056097	zinc finger RNA binding protein [Source:HGNC Symbol;Acc:HGNC:17277]	NA	na	NA	44	44	96	1.7232485590238404e-201	0.0	0.00162245	131717445.33333333	1.01438866971069	95	0.978509582316537	95	1.0136815895172	96	1.08314069537547	94	1.01788302360822	94	1.13094303562938	96	1.05582435083336	96	0.95348101632465	96	1.00776049080034	95	1.10381216948339	96
ZFX	NA	ENSG00000005889	zinc finger protein, X-linked [Source:HGNC Symbol;Acc:HGNC:12869]	NA	na	NA	1	5	5	0.128735	0.10031	1.0	NA	0.786776768937175	1	0.877760160813668	1	1.07814777451005	1	0.813045417710346	1	1.10113851247735	1	0.725384520270939	1	0.957286540390509	1	1.10605484168724	1	1.05978114569932	1	0.914704493537509	1
ZFYVE1	NA	ENSG00000165861	zinc finger, FYVE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:13180]	NA	na	NA	14	14	22	6.1143890293092526e-58	0.0	0.00162245	88090506.66666667	1.04216675181742	22	0.986381862729294	22	1.03588773504872	22	1.03771547750383	22	0.985555604904483	22	1.08558854450009	22	1.03483992452875	22	0.973173576048307	22	1.06360351476567	22	1.08401279162707	22
ZFYVE16	NA	ENSG00000039319	zinc finger, FYVE domain containing 16 [Source:HGNC Symbol;Acc:HGNC:20756]	NA	na	NA	41	41	73	1.6827149566623406e-185	0.0	0.00162245	53327493.333333336	0.992301942195529	72	1.02239610259936	73	1.05640535842246	73	1.05931549762043	73	1.02584038924283	72	1.02983218611515	73	1.10321907906456	73	0.980811157507034	73	1.00569034883659	73	1.0151166340654	73
ZFYVE19	NA	ENSG00000166140	zinc finger, FYVE domain containing 19 [Source:HGNC Symbol;Acc:HGNC:20758]	NA	na	NA	7	7	17	2.210034906912634e-28	0.0	0.00162245	22741276.0	1.07054505576058	17	1.00971445993336	17	0.797919045484678	17	0.814968801890815	17	1.0325101521237	17	0.972418932753457	17	0.865953058308941	17	0.903617484844305	17	1.06560923053289	17	0.902730265300388	17
ZFYVE21	NA	ENSG00000100711	zinc finger, FYVE domain containing 21 [Source:HGNC Symbol;Acc:HGNC:20760]	NA	na	NA	3	4	5	2.6294573350792797e-11	0.0	0.00162245	11548597.0	0.982436044395583	4	0.893996287952664	4	0.895159716400174	4	1.06053399726419	4	0.99052823223544	4	0.87987437006759	4	1.05459685852346	4	1.04531378650391	4	1.00198332703936	4	0.896066741168967	4
ZFYVE26	NA	ENSG00000072121	zinc finger, FYVE domain containing 26 [Source:HGNC Symbol;Acc:HGNC:20761]	NA	na	NA	32	33	63	1.9880398638508204e-142	0.0	0.00162245	184865259.33333334	0.927824737454727	54	1.12600881208072	51	0.978794380357928	53	1.03654088446264	53	1.00949995186031	53	0.843292068826309	54	1.14471511879721	53	1.03885872940938	55	1.11401862011052	55	0.914945581655384	55
ZFYVE27	NA	ENSG00000155256	zinc finger, FYVE domain containing 27 [Source:HGNC Symbol;Acc:HGNC:26559]	NA	na	NA	1	1	1	1.9865e-10	0.0	0.00162245	55561460.0	0.766392435169905	1	0.959943831838348	1	0.81314294253523	1	0.792707479224907	1	1.20413789663059	1	0.908434430574936	1	0.769113345505788	1	1.02873171891959	1	0.699892077980842	1	0.950752803446876	1
ZFYVE28	NA	ENSG00000159733	zinc finger, FYVE domain containing 28 [Source:HGNC Symbol;Acc:HGNC:29334]	NA	na	NA	7	7	9	8.18348188761491e-26	0.0	0.00162245	28944986.0	1.03021313376226	9	1.06146390344509	8	0.868400705667654	9	0.785039163101806	9	1.03297505852427	9	1.08435858282117	9	0.794950997101526	9	0.991854020039665	9	1.03924841780188	9	0.983900419373968	9
ZFYVE9	NA	ENSG00000157077	zinc finger, FYVE domain containing 9 [Source:HGNC Symbol;Acc:HGNC:6775]	NA	na	NA	5	5	5	9.214764658960025e-23	0.0	0.00162245	3955853.3333333335	0.9763889676991	5	1.02227238679778	5	1.03222649276146	5	0.955359699799461	5	1.01001957842506	5	1.03777936170716	5	0.783163896643757	5	1.00271608488956	5	0.895996772681951	5	1.00613461009802	5
ZGPAT	NA	ENSG00000197114	zinc finger, CCCH-type with G patch domain [Source:HGNC Symbol;Acc:HGNC:15948]	NA	na	NA	4	16	27	1.4896280632320195e-17	0.0	0.00162245	11892779.666666666	1.01831853335017	5	0.979576019547008	5	0.918579633163604	5	1.14947904379998	5	0.962349868924228	5	0.99935837039451	5	0.989303084319297	5	1.06584669054971	5	0.973654416401752	5	0.9524765194386	5
ZGRF1	NA	ENSG00000138658	zinc finger, GRF-type containing 1 [Source:HGNC Symbol;Acc:HGNC:25654]	NA	na	NA	5	6	7	2.3647308769710815e-17	0.0	0.00162245	1938023.6666666667	1.01757881970399	5	1.023281378344	5	1.16843388199077	5	0.722160099843382	5	1.04190574807489	5	1.00556277019951	5	0.744084241270328	5	0.941360137502027	5	0.8199706155417	5	1.13732269583432	5
ZHX1	NA	ENSG00000165156	zinc fingers and homeoboxes 1 [Source:HGNC Symbol;Acc:HGNC:12871]	NA	na	NA	13	13	19	9.444003252172463e-40	0.0	0.00162245	79611434.66666667	1.023021575256	19	1.02974853024917	19	0.919185857737887	19	0.768961537852123	19	1.0433631661862	19	1.03627352523513	19	0.744897723689733	19	0.912131148376518	19	0.961928271286115	19	0.950589583617548	19
ZHX3	NA	ENSG00000174306	zinc fingers and homeoboxes 3 [Source:HGNC Symbol;Acc:HGNC:15935]	NA	na	NA	12	12	18	9.841060041205737e-61	0.0	0.00162245	45314526.0	1.0260222174893	17	0.949707779924786	18	0.867942874144692	18	1.09353075765968	18	1.06831512545932	17	1.03449517520159	18	1.12496632992068	17	0.937928909082052	18	1.00592948246825	18	0.986217082601662	18
ZIC2	NA	ENSG00000043355	Zic family member 2 [Source:HGNC Symbol;Acc:HGNC:12873]	NA	na	NA	1	1	1	0.00550355	0.0051977	0.424621	NA	1.17245336612196	1	0.863641758966706	1	0.673128822085198	1	0.728884800753941	1	0.99716760277105	1	1.14700428246443	1	0.890316567972993	1	0.848981283449997	1	0.862219989424709	1	1.08475068274768	1
ZKSCAN1	NA	ENSG00000106261	zinc finger with KRAB and SCAN domains 1 [Source:HGNC Symbol;Acc:HGNC:13101]	NA	na	NA	7	7	10	4.2772256308301135e-36	0.0	0.00162245	28085122.0	1.00019956138375	10	0.648782283814701	10	0.496737023941105	10	0.651618336975772	10	1.05220450876242	10	0.558727540634767	10	0.631200770825549	10	0.948743160188813	10	0.721649652027698	10	0.57163249499885	10
ZKSCAN4	NA	ENSG00000187626	zinc finger with KRAB and SCAN domains 4 [Source:HGNC Symbol;Acc:HGNC:13854]	NA	na	NA	2	3	3	3.0273357762899997e-09	0.0	0.00162245	3841464.0	0.876917652540933	2	1.01024922386515	2	1.13203750309795	2	0.994865569852728	2	0.922818969647387	2	0.840948575752951	2	0.91523135801217	2	1.18957484128421	2	0.982216396012583	2	1.17910159357182	2
ZKSCAN5	NA	ENSG00000196652	zinc finger with KRAB and SCAN domains 5 [Source:HGNC Symbol;Acc:HGNC:12867]	NA	na	NA	3	4	5	1.3529499190329697e-07	0.0	0.00162245	10558357.0	0.854015064708099	1	1.52544147784088	1	1.55713098717953	1	0.948977424618686	1	0.98368218631768	2	0.72039387289885	1	0.930968855333523	2	1.18832747167936	1	0.859083483475187	1	0.899796272227548	2
ZKSCAN8	NA	ENSG00000198315	zinc finger with KRAB and SCAN domains 8 [Source:HGNC Symbol;Acc:HGNC:12983]	NA	na	NA	5	6	7	5.279228694179668e-28	0.0	0.00162245	13188713.0	1.02534251638266	6	1.18824577916699	6	0.948842219586239	6	0.890646304495575	6	1.03548546030556	6	1.03614069635129	6	0.870096484029887	6	0.853938913038349	6	1.19286623351886	6	0.908515785620233	6
ZMAT2	NA	ENSG00000146007	zinc finger, matrin-type 2 [Source:HGNC Symbol;Acc:HGNC:26433]	NA	na	NA	15	15	35	3.783318158910618e-54	0.0	0.00162245	100137274.66666667	1.03451758715982	35	1.07447926221889	35	1.03270816528448	35	0.994806281428396	35	1.05288979805689	35	1.27542427321075	35	0.956641456081824	35	0.95325485023224	35	0.935672211876413	35	1.17789962121565	35
ZMAT3	NA	ENSG00000172667	zinc finger, matrin-type 3 [Source:HGNC Symbol;Acc:HGNC:29983]	NA	na	NA	3	3	3	4.5701980004520394e-07	0.000269579	0.06237835	31533679.333333332	0.963033468043995	3	0.885703871055189	3	0.993867916997943	3	1.38855300783663	3	1.09604610982442	3	1.22200295819189	3	1.42338049971569	3	1.00551542736882	3	0.833618772346681	3	1.04809480127815	3
ZMAT5	NA	ENSG00000100319	zinc finger, matrin-type 5 [Source:HGNC Symbol;Acc:HGNC:28046]	NA	na	NA	4	4	4	1.2451956731319109e-14	0.000269579	0.0252342	3655525.0	1.01785165104565	4	1.14866621630943	4	1.14503319369911	4	1.19204571761293	4	1.13623816499445	4	1.16001713456832	4	0.929223339791977	4	0.927503971004462	4	1.04789046084909	4	1.1838438319486	4
ZMIZ1	NA	ENSG00000108175	zinc finger, MIZ-type containing 1 [Source:HGNC Symbol;Acc:HGNC:16493]	NA	na	NA	3	4	7	1.6525164775416577e-06	0.0051977	0.42763	8466161.333333334	0.866904895587894	5	0.92873960241407	5	1.02652687254903	5	1.08154828485398	5	1.09496850245993	5	1.03191790991496	5	1.07292023989009	5	1.05383459101484	5	1.04459082136026	5	1.00972506632689	5
ZMIZ2	NA	ENSG00000122515	zinc finger, MIZ-type containing 2 [Source:HGNC Symbol;Acc:HGNC:22229]	NA	na	NA	2	3	6	2.03705595071e-07	0.000269579	0.06237835	7879732.333333333	1.05322382186999	4	1.13474374938511	4	1.31894948067145	4	1.14038591716644	4	0.971171990477335	4	0.93941308116264	4	1.1390776510583	4	0.98895389344447	4	0.942143749357591	4	1.08372856054639	4
ZMPSTE24	NA	ENSG00000084073	zinc metallopeptidase STE24 [Source:HGNC Symbol;Acc:HGNC:12877]	NA	na	NA	16	16	45	3.383323620346076e-62	0.0	0.00162245	232954800.0	0.95867956316539	44	0.95538605042278	44	1.07765442868649	44	0.977409292050197	44	0.985773469812477	44	0.909404899461741	44	1.06998058550431	44	1.0582395244665	44	0.975370835259827	44	0.947082237810742	44
ZMYM1	NA	ENSG00000197056	zinc finger, MYM-type 1 [Source:HGNC Symbol;Acc:HGNC:26253]	NA	na	NA	24	25	35	1.1573337995039556e-81	0.0	0.00162245	79512204.66666667	0.925845403505905	34	1.02514594170167	34	1.27857482961426	34	1.1307314990572	34	1.03003228627542	34	1.13955934006302	34	1.23577739438521	34	1.04125062076603	34	0.987307238355215	34	1.1566071410874	34
ZMYM2	NA	ENSG00000121741	zinc finger, MYM-type 2 [Source:HGNC Symbol;Acc:HGNC:12989]	NA	na	NA	17	17	25	1.3308077243192594e-62	0.0	0.00162245	33713667.666666664	0.935166043638263	25	0.996944303499018	25	1.054985227501	25	0.945560524993421	24	1.01735405667757	25	1.08931403689344	25	0.952976898735706	25	1.03590432652946	25	0.996233085880389	25	1.0134380751883	25
ZMYM3	NA	ENSG00000147130	zinc finger, MYM-type 3 [Source:HGNC Symbol;Acc:HGNC:13054]	NA	na	NA	21	22	45	1.094298407522928e-81	0.0	0.00162245	52802125.333333336	0.951488703566473	40	1.04872051090509	40	1.28149387612612	40	0.981700295661133	40	1.00639054001947	40	1.12742279681378	40	1.08079905682522	39	1.05029285472972	40	1.01657191634539	40	1.18710151496519	40
ZMYM4	NA	ENSG00000146463	zinc finger, MYM-type 4 [Source:HGNC Symbol;Acc:HGNC:13055]	NA	na	NA	29	31	57	1.5288504835756266e-128	0.0	0.00162245	711796702.6666666	0.964158174978221	51	0.806589301265254	51	1.13868026551615	51	1.03492133448298	51	1.01879219895275	51	1.02641162611016	51	1.1139267598895	51	1.04000492803768	51	0.919746624343088	51	1.09128151811323	51
ZMYM6NB	NA	ENSG00000243749	ZMYM6 neighbor [Source:HGNC Symbol;Acc:HGNC:40021]	NA	na	NA	1	1	2	0.00149208	0.000532854	0.17043750000000002	8302934.5	1.02226436241639	2	1.00837041974901	2	0.877719098438984	2	1.02832379595305	2	0.98269505080485	2	0.823433299072972	2	1.1087235002255	2	1.00033390380775	2	0.954977636166111	2	0.828760376974665	2
ZMYND11	NA	ENSG00000015171	zinc finger, MYND-type containing 11 [Source:HGNC Symbol;Acc:HGNC:16966]	NA	na	NA	13	13	19	1.2701000893084564e-51	0.0	0.00162245	109671781.66666667	1.00944341264323	19	0.90850595174586	19	0.906284751196828	19	0.930858604577468	19	1.03857560941997	19	0.881691625672964	19	0.856875788071387	19	0.96241945925665	19	0.916281259216846	19	0.939624170292654	19
ZMYND8	NA	ENSG00000101040	zinc finger, MYND-type containing 8 [Source:HGNC Symbol;Acc:HGNC:9397]	NA	na	NA	24	24	36	2.8065351009347662e-101	0.0	0.00162245	86446478.66666667	1.01765108494668	35	1.00942812426066	34	0.990869006016011	36	0.946021526306067	36	1.03812717782424	36	1.0906521335827	36	0.945399708759425	35	0.96114969507852	35	0.979718987222931	36	1.01960598544413	36
ZNF106	NA	ENSG00000103994	zinc finger protein 106 [Source:HGNC Symbol;Acc:HGNC:12886]	NA	na	NA	16	16	20	6.472398248096939e-53	0.0	0.00162245	231641006.0	1.03282617603043	20	1.04256795001289	20	1.28283646764857	20	0.831133167650403	20	0.994044219145298	19	1.18182368737346	20	0.824190808190221	20	0.974645258415611	20	0.916482774221936	20	1.19275870383095	20
ZNF112	NA	ENSG00000062370	zinc finger protein 112 [Source:HGNC Symbol;Acc:HGNC:12892]	NA	na	NA	1	4	6	0.263349	0.10031	1.0	737922.0	0.868570765152419	2	0.678952067722428	2	1.07231689548946	2	1.1448816815216	2	0.802914188125749	2	0.982602165693931	2	1.18468068936348	2	1.30903256228457	2	0.925003410169677	2	1.01828163014781	2
ZNF12	NA	ENSG00000164631	zinc finger protein 12 [Source:HGNC Symbol;Acc:HGNC:12902]	NA	na	NA	2	3	3	5.8998347908e-05	0.000795673	0.190622	1433525.5	1.00402121121023	2	0.995714801424855	2	0.901317242689529	2	0.825959706623075	2	1.1166587359585	2	0.650152161195889	2	0.728356360557195	2	0.892175077238869	2	0.861675078582551	2	0.771091807338863	2
ZNF121	NA	ENSG00000197961	zinc finger protein 121 [Source:HGNC Symbol;Acc:HGNC:12904]	NA	na	NA	4	7	10	1.3619139369226019e-30	0.0	0.00162245	10666696.666666666	0.946578605371548	5	1.06248022901891	5	1.18026752644709	5	1.1194030433134	5	1.04568851296853	5	1.20902178970804	5	1.16176208310755	5	1.02833410983339	5	0.952344450125514	5	1.0905329916733	5
ZNF131	NA	ENSG00000172262	zinc finger protein 131 [Source:HGNC Symbol;Acc:HGNC:12915]	NA	na	NA	8	8	11	8.468076744230931e-41	0.0	0.00162245	9746767.0	1.01319323162009	11	0.930508892000626	11	0.986426056183562	11	0.890463755938283	11	0.973267234373465	11	1.15293028316849	11	0.897949596481743	11	1.06367743085971	11	0.917216318188869	11	1.06477400455971	11
ZNF133	NA	ENSG00000125846	zinc finger protein 133 [Source:HGNC Symbol;Acc:HGNC:12917]	NA	na	NA	1	1	1	0.304146	0.10031	1.0	1368870.0	0.822726489377606	1	0.403547222033214	1	0.894897226268767	1	0.782810337422363	1	0.982913374097759	1	0.734160686104283	1	0.95744966137263	1	1.18328656139323	1	0.761483450636314	1	0.921180904800453	1
ZNF134	NA	ENSG00000213762	zinc finger protein 134 [Source:HGNC Symbol;Acc:HGNC:12918]	NA	na	NA	1	1	1	0.0317621	0.028900799999999997	1.0	66712204.0	0.986622044070669	1	1.09265326222258	1	1.06590526671798	1	1.37580838587686	1	1.13415283821278	1	1.16252865824298	1	1.04932821514663	1	0.891834762455065	1	0.989553094409809	1	1.14467174090719	1
ZNF136	NA	ENSG00000196646	zinc finger protein 136 [Source:HGNC Symbol;Acc:HGNC:12920]	NA	na	NA	1	2	4	0.00700849	0.0064876050000000005	0.4765015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF14	NA	ENSG00000105708	zinc finger protein 14 [Source:HGNC Symbol;Acc:HGNC:12924]	NA	na	NA	1	3	5	0.0934424	0.0883604	1.0	6740737.0	0.949001954432963	1	0.925797461896057	1	0.904902027021719	1	1.03580023261736	1	1.11024808574717	1	0.819567818510753	1	0.867603791939222	1	0.948654487458033	1	0.877960326522865	1	0.9593249365717	1
ZNF141	NA	ENSG00000131127	zinc finger protein 141 [Source:HGNC Symbol;Acc:HGNC:12926]	NA	na	NA	2	5	8	2.2699104296e-08	0.000269579	0.0252342	2590918.5	1.01323110633154	2	1.10641579429792	2	1.0971021408627	2	0.868765212673966	2	1.03666184638534	2	1.14618501540974	2	0.859504520306712	2	0.958308312793178	2	0.984252107434326	2	0.903852753544916	2
ZNF142	NA	ENSG00000115568	zinc finger protein 142 [Source:HGNC Symbol;Acc:HGNC:12927]	NA	na	NA	1	1	2	0.000179195	0.000269579	0.0520118	5251493.5	0.92215126246859	2	1.01091200441857	2	0.93042187406093	2	1.01624346934056	2	1.06943111489749	2	0.889060625783065	2	1.0549838720219	2	1.01135747265417	2	0.888516952554769	2	1.00938249851238	2
ZNF143	NA	ENSG00000166478	zinc finger protein 143 [Source:HGNC Symbol;Acc:HGNC:12928]	NA	na	NA	7	8	9	2.5990459726377093e-56	0.0	0.00162245	6663862.666666667	0.889194730510854	8	1.03148303384324	7	0.926534739238718	8	0.867620531638424	8	1.08540467978337	8	1.0341292898834	8	0.865496166106034	8	1.00708838179179	8	0.998344118830636	8	1.08599497039936	8
ZNF146	NA	ENSG00000167635	zinc finger protein 146 [Source:HGNC Symbol;Acc:HGNC:12931]	NA	na	NA	5	8	10	4.838686540595258e-16	0.0	0.00162245	8397747.666666666	0.939785592147604	7	0.97746897003473	7	1.01168562260886	7	0.768735753918238	7	0.997265413471921	7	1.06465596869215	7	0.871388396401756	7	1.06235854335258	7	0.949074803795238	7	0.932811897234717	7
ZNF148	NA	ENSG00000163848	zinc finger protein 148 [Source:HGNC Symbol;Acc:HGNC:12933]	NA	na	NA	10	10	14	1.7697617269908577e-39	0.0	0.00162245	15752426.666666666	1.03358142102761	13	1.03822192415715	12	0.866513574775851	14	0.978539388526662	14	0.997011880653375	14	0.895327340849037	13	0.920274190461032	14	0.949618245655697	13	0.960812698099009	13	0.84274015643338	14
ZNF16	NA	ENSG00000170631	zinc finger protein 16 [Source:HGNC Symbol;Acc:HGNC:12947]	NA	na	NA	2	3	5	8.175670590000001e-07	0.000269579	0.06237835	1182009.5	0.971754596884796	3	1.29039724087716	3	1.5017647475863	3	1.62251228286946	3	1.06724734725408	3	1.3219056232791	3	1.42936667626466	3	0.698992644242508	3	0.976440037577075	3	0.926468785035141	3
ZNF174	NA	ENSG00000103343	zinc finger protein 174 [Source:HGNC Symbol;Acc:HGNC:12963]	NA	na	NA	1	1	1	0.000140389	0.000269579	0.04036305	2290981.0	NA	0	NA	0	0.620047221103084	1	NA	0	1.02066045754229	1	NA	0	NA	0	NA	0	0.620299665468006	1	0.958678175221234	1
ZNF180	NA	ENSG00000167384	zinc finger protein 180 [Source:HGNC Symbol;Acc:HGNC:12970]	NA	na	NA	1	2	2	0.000653755	0.000269579	0.1176445	1422668.0	0.779803069761103	1	0.344486983263453	1	1.11395846426331	1	1.27361346858082	1	1.16560878194831	1	0.671598017805639	1	1.03755752725712	1	1.05234561366142	1	0.751485007236197	1	0.730928140108286	1
ZNF182	NA	ENSG00000147118	zinc finger protein 182 [Source:HGNC Symbol;Acc:HGNC:13001]	NA	na	NA	1	1	1	0.258554	0.10031	1.0	179154.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF184	NA	ENSG00000096654	zinc finger protein 184 [Source:HGNC Symbol;Acc:HGNC:12975]	NA	na	NA	1	2	4	0.0516465	0.0504936	1.0	1274305.0	0.990632496066272	1	0.992963496682029	1	0.985015599945249	1	0.904914577132646	1	0.863685433278232	1	0.786383095484587	1	0.986006765888663	1	1.14033032640978	1	1.19139972803887	1	0.770576530037074	1
ZNF185	NA	ENSG00000147394	zinc finger protein 185 (LIM domain) [Source:HGNC Symbol;Acc:HGNC:12976]	NA	na	NA	11	11	16	7.475095803527132e-38	0.0	0.00162245	10620155.333333334	1.05275374865802	16	1.06806232374534	16	0.959706076607164	16	1.04637373014039	16	1.11000954367947	16	1.17661154738612	16	0.977487247046938	16	0.883826347864919	14	0.972074760408281	16	1.08448968867311	16
ZNF189	NA	ENSG00000136870	zinc finger protein 189 [Source:HGNC Symbol;Acc:HGNC:12980]	NA	na	NA	1	2	4	0.00237312	0.00210927	0.25877	2017052.0	1.00107808434722	1	1.05312716497932	1	0.957542722590314	1	0.965306796596635	1	1.05993234846883	1	1.08277407242201	1	0.965029591410495	1	0.947766785984129	1	0.862550869707828	1	1.18353643652659	1
