protein,imputed,n,average_expression,proportional_expression,foldchange,log2_foldchange,p_value,adj_p_value,normalization,abundance_control_1,abundance_control_2,abundance_control_3,abundance_knockdown_1,abundance_knockdown_2,abundance_knockdown_3,description,biological_process,cellular_component,molecular_function,gene_id_entrez,gene_name,wiki_pathway,reactome_pathway,gene_id_ensemble
Q9UL03,0,6,1085531.8072916667,4.202035016417885e-6,0.8906846724014438,-0.16701332765279078,0.5305422399685709,1,raw,1295631.65625,1087415.125,1019574.359375,1258774.5625,883251.15625,968543.984375,Integrator complex subunit 6 OS=Homo sapiens OX=9606 GN=INTS6 PE=1 SV=1,cellular component movement;cellular homeostasis;metabolic process,endoplasmic reticulum;membrane,structural molecule activity,26512,INTS6,NA,RNA polymerase II transcribes snRNA genes,ENSG00000102786
O75477,0,6,23763311.71875,9.198649664386259e-5,0.8904534193468989,-0.1673879506406462,0.4833365945773154,0.9651683200517861,raw,30375673.6875,23903951.96875,21315198.1875,27048122.5,18241717.65625,21695206.3125,Erlin-1 OS=Homo sapiens OX=9606 GN=ERLIN1 PE=1 SV=2,cell organization and biogenesis;cellular homeostasis;coagulation;development;metabolic process,cytoskeleton;extracellular;nucleus,structural molecule activity,10613,ERLIN1,NA,ABC-family proteins mediated transport; Defective CFTR causes cystic fibrosis,ENSG00000107566
P00761,0,6,265272680,0.001026856221781364,0.8901542933810376,-0.16787267004124648,0.9101539411234922,1,raw,249129936,310946336,250432000,405257056,152947632,222923120,CRAP Trypsin OS=Sus scrofa OX=9823 PE=1 SV=1,cell organization and biogenesis;metabolic process,cell surface,structural molecule activity,NA,NA,NA,NA,NA
Q06330,0,6,376786.171875,1.4585189280367133e-6,0.8901260670456128,-0.16791841788529216,0.6961127996548861,1,raw,NA,483528.6875,316980.5625,293417.375,NA,413218.0625,Recombining binding protein suppressor of hairless OS=Homo sapiens OX=9606 GN=RBPJ PE=1 SV=3,cell differentiation;cellular component movement;coagulation;defense response;development;metabolic process,membrane;nucleus,RNA binding;structural molecule activity,3516,RBPJ,Neural crest differentiation; Notch signaling; Canonical and non-canonical Notch signaling; PTF1A related regulatory pathway; Epithelial to mesenchymal transition in colorectal cancer; Osteoblast differentiation and related diseases; Genetic causes of porto-sinusoidal vascular disease; Notch signaling pathway,Constitutive Signaling by NOTCH1 PEST Domain Mutants; Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants; NOTCH1 Intracellular Domain Regulates Transcription; Pre-NOTCH Transcription and Translation; Notch-HLH transcription pathway; NOTCH3 Intracellular Domain Regulates Transcription; Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells; NOTCH2 intracellular domain regulates transcription; NOTCH4 Intracellular Domain Regulates Transcription; RUNX3 regulates NOTCH signaling,ENSG00000168214
Q08426,0,6,1579788.4479166667,6.115275786566311e-6,0.8896867728781965,-0.16863059111550643,0.4271828946692005,0.911332120317874,raw,1276705.84375,1702506.625,2129365.6875,1562399.96875,1514697.625,1293054.9375,Peroxisomal bifunctional enzyme OS=Homo sapiens OX=9606 GN=EHHADH PE=1 SV=3,cellular homeostasis,cytosol;mitochondrion,structural molecule activity,1962,EHHADH,Constitutive androstane receptor pathway; PPAR-alpha pathway; Nuclear receptors meta-pathway; Mitochondrial long chain fatty acid beta-oxidation; Valproic acid pathway; Amino acid metabolism; PPAR signaling pathway; Eicosanoid metabolism via cyclooxygenases (COX); Eicosanoid metabolism via lipooxygenases (LOX),Peroxisomal protein import; Beta-oxidation of very long chain fatty acids,ENSG00000113790
Q9Y371,0,6,8095307.098958333,3.1336496701417605e-5,0.8893363570123887,-0.16919892913190857,0.5991924092009817,1,raw,9342975.125,9080907.5625,6925769.53125,9234013,5912196.125,8075981.25,Endophilin-B1 OS=Homo sapiens OX=9606 GN=SH3GLB1 PE=1 SV=1,cell growth;cellular homeostasis;coagulation;metabolic process,cytoskeleton;cytosol;endosome;extracellular;mitochondrion;nucleus,structural molecule activity,51100,SH3GLB1,Nanoparticle triggered autophagic cell death,NA,ENSG00000097033
P01034,0,6,529296.675,2.048878851346239e-6,0.8889718796411042,-0.16979031108987638,0.7431826334041356,1,raw,NA,623939.4375,482420.71875,414761.125,442955.78125,682406.3125,Cystatin-C OS=Homo sapiens OX=9606 GN=CST3 PE=1 SV=1,cell growth;coagulation;metabolic process,cell surface;cytoplasm;cytoskeleton;extracellular;nucleus,DNA binding;structural molecule activity,1471,CST3,NA,Amyloid fiber formation; Neutrophil degranulation; Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); Post-translational protein phosphorylation,ENSG00000101439
H3BR70,0,6,26997078.192708332,1.0450423206830243e-4,0.8887808492832555,-0.1701003638283752,0.6946103991664384,1,raw,28895396.3125,28931209.3125,25718400.625,25681674.875,20017359.5,32738428.53125,Pyruvate kinase OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=1,cellular homeostasis,NA,signal transducer activity;structural molecule activity,NA,NA,NA,NA,NA
O15439,0,6,1772097.6796875,6.859694439666489e-6,0.8886545484368473,-0.17030539362052807,0.5446381060507723,1,raw,2193241.8125,1645381.46875,1784318.265625,1902467.46875,1158142.75,1949034.3125,Multidrug resistance-associated protein 4 OS=Homo sapiens OX=9606 GN=ABCC4 PE=1 SV=3,cell death;cell growth;cellular homeostasis;conjugation,cytoplasm;cytoskeleton;extracellular;membrane,catalytic activity;structural molecule activity,10257,ABCC4,Fluoropyrimidine activity; Drug induction of bile acid pathway; Ectoderm differentiation; Pregnane X receptor pathway; Nuclear receptors meta-pathway; NRF2 pathway; Photodynamic therapy-induced NFE2L2 (NRF2) survival signaling; TYROBP causal network in microglia; Aspirin and miRNAs; Proximal tubule transport; FOXA2 pathway; Prostaglandin synthesis and regulation,ABC-family proteins mediated transport; Paracetamol ADME; Platelet degranulation ; Azathioprine ADME,ENSG00000125257
P22492,0.16666666666666666,6,27433063.666666668,1.0619190829843821e-4,0.8879482502752591,-0.1714524962925873,0.5450362432113307,1,raw,35446604,34560104,18745162,24627052,19744710,31474750,Histone H1t OS=Homo sapiens OX=9606 GN=H1-6 PE=2 SV=4,cell growth;metabolic process,nucleus,RNA binding;structural molecule activity,3010,H1-6,NA,NA,ENSG00000187475
Q9Y5Y6,0,6,533557.4322916666,2.065372012777142e-6,0.8875276707178005,-0.17213599534320217,0.9201485604140138,1,raw,278734,867074.65625,489013.40625,769552.75,406177.59375,390792.1875,Suppressor of tumorigenicity 14 protein OS=Homo sapiens OX=9606 GN=ST14 PE=1 SV=2,cell organization and biogenesis;cellular homeostasis;defense response;metabolic process,cell surface;cytoplasm;cytoskeleton,structural molecule activity,6768,ST14,NA,Formation of the cornified envelope,ENSG00000149418
O75955,0,6,2310712.125,8.94464187681101e-6,0.8871327422507778,-0.17277810280908282,0.16350865797056693,0.6638855679885327,raw,2375718.84375,2558633.53125,2620618.84375,2324836.78125,2280892.375,1703572.375,Flotillin-1 OS=Homo sapiens OX=9606 GN=FLOT1 PE=1 SV=3,cell growth;coagulation;conjugation;defense response;development;metabolic process,cytoplasm;cytoskeleton;endoplasmic reticulum;mitochondrion;nucleus,antioxidant activity;structural molecule activity,10211,FLOT1,Angiopoietin-like protein 8 regulatory pathway; Insulin signaling,RHOC GTPase cycle; RHOA GTPase cycle; RHOB GTPase cycle; Regulation of necroptotic cell death; Synaptic adhesion-like molecules,ENSG00000137312; ENSG00000206379; ENSG00000206480; ENSG00000230143; ENSG00000232280
O14641,0,6,872217.65625,3.3763074549096853e-6,0.8869773508648876,-0.1730308293825506,0.7050304999440047,1,raw,445921.96875,1379085.8125,967572.125,NA,1008712.4375,559795.9375,Segment polarity protein dishevelled homolog DVL-2 OS=Homo sapiens OX=9606 GN=DVL2 PE=1 SV=1,cell death;cell differentiation;defense response;development;metabolic process,cytoplasm;cytoskeleton;cytosol;membrane;nucleus,antioxidant activity;structural molecule activity,1856,DVL2,Alzheimer's disease and miRNA effects; Neural crest differentiation; Notch signaling; Wnt signaling pathway; Regulation of Wnt / B-catenin signaling by small molecule compounds; Embryonic stem cell pluripotency pathways; Wnt signaling pathway and pluripotency; Wnt signaling in kidney disease; Type 2 papillary renal cell carcinoma; lncRNA in canonical Wnt signaling and colorectal cancer; Breast cancer pathway; Wnt signaling; ncRNAs involved in Wnt signaling in hepatocellular carcinoma; Malignant pleural mesothelioma; Alzheimer's disease; DNA damage response (only ATM dependent),Asymmetric localization of PCP proteins; Degradation of DVL; RHO GTPases Activate Formins; Cargo recognition for clathrin-mediated endocytosis; WNT mediated activation of DVL; Disassembly of the destruction complex and recruitment of AXIN to the membrane; Negative regulation of TCF-dependent signaling by DVL-interacting proteins; WNT5:FZD7-mediated leishmania damping; Signaling by Hippo; WNT5A-dependent internalization of FZD4,ENSG00000004975
E9PLN8,0,6,2336468.25,9.044342446071398e-6,0.8866600006692241,-0.1735471012777029,0.6888945338660153,1,raw,2159216.75,2462500.25,1752839.625,4330346,1399415.75,1914491.125,VKc domain-containing protein (Fragment) OS=Homo sapiens OX=9606 PE=4 SV=1,cell organization and biogenesis;cellular homeostasis;coagulation,extracellular,structural molecule activity,NA,NA,NA,NA,NA
E9PL57,0,6,11088286.25,4.2922157399341865e-5,0.8858227898207407,-0.17490998055144286,0.3673443196200794,0.8513844201444349,raw,11097643.21875,14308210.625,10169866.90625,10203900.125,9008699.875,11741396.75,NEDD8 (Fragment) OS=Homo sapiens OX=9606 GN=NEDD8-MDP1 PE=3 SV=1,NA,NA,structural molecule activity,NA,NEDD8-MDP1,NA,NA,ENSG00000255526
Q9UEE9,0,6,3530567.4895833335,1.3666636131160044e-5,0.8850964562320789,-0.1760934087935682,0.20053612494578837,0.6908116999475278,raw,3720920.75,4168420.71875,3700757.09375,3689454.40625,2488214.6875,3415637.28125,Craniofacial development protein 1 OS=Homo sapiens OX=9606 GN=CFDP1 PE=1 SV=1,cell communication;cell growth;metabolic process,membrane;nucleus,NA,10428,CFDP1,NA,NA,ENSG00000153774
Q9H0R4,0,6,568838.4375,2.201942879060386e-6,0.8848957973413709,-0.17642051710400333,0.8138087157400843,1,raw,418372.125,942412.375,433369.46875,480273.3125,304666.59375,833936.75,Haloacid dehalogenase-like hydrolase domain-containing protein 2 OS=Homo sapiens OX=9606 GN=HDHD2 PE=1 SV=1,cellular homeostasis,NA,structural molecule activity,84064,HDHD2,NA,NA,ENSG00000167220
P07305,0,6,79551461.66666667,3.079394130003072e-4,0.884733069419399,-0.17668584592081282,0.19963288634281917,0.6903970652689163,raw,83698858,78902743,87938323,73149423,69807866,83811557,Histone H1.0 OS=Homo sapiens OX=9606 GN=H1-0 PE=1 SV=3,cell growth;metabolic process,endoplasmic reticulum;extracellular;membrane;nucleus,RNA binding;structural molecule activity,3005,H1-0,NA,Apoptosis induced DNA fragmentation; Formation of Senescence-Associated Heterochromatin Foci (SAHF),ENSG00000189060
P17535,0,6,25304028.979166668,9.795052997313265e-5,0.883822431791207,-0.17817154711079036,0.8919611570889094,1,raw,28757482.1875,25011573.1875,23109423.3125,22105789.4375,19977281.5625,32862624.1875,Transcription factor jun-D OS=Homo sapiens OX=9606 GN=JUND PE=1 SV=3,cellular component movement;cellular homeostasis;coagulation;metabolic process,membrane;nucleus,RNA binding;structural molecule activity,3727,JUND,Corticotropin-releasing hormone signaling pathway; Oncostatin M signaling pathway; Apoptosis-related network due to altered Notch3 in ovarian cancer; Aryl hydrocarbon receptor pathway; Nuclear receptors meta-pathway; TGF-beta signaling pathway; MAPK signaling pathway; EGF/EGFR signaling pathway; Angiotensin II receptor type 1 pathway; Hypertrophy model,NGF-stimulated transcription; Estrogen-dependent gene expression,ENSG00000130522
P02786,0,6,92971567.734375,3.5988791901529575e-4,0.8837851576170411,-0.1782323923646267,0.7749627785260423,1,raw,74653923.25,144585360.65625,72243180.84375,102894835.3125,63847450.96875,99604655.375,Transferrin receptor protein 1 OS=Homo sapiens OX=9606 GN=TFRC PE=1 SV=2,coagulation;conjugation;development;metabolic process,cell surface;cytoplasm;cytoskeleton;endosome;membrane;mitochondrion;nucleus,RNA binding;structural molecule activity,7037,TFRC,Iron metabolism in placenta; Ferroptosis; 3q29 copy number variation syndrome,RHOC GTPase cycle; RND2 GTPase cycle; RHOA GTPase cycle; CDC42 GTPase cycle; RAC1 GTPase cycle; RHOQ GTPase cycle; RHOG GTPase cycle; RAC2 GTPase cycle; RAC3 GTPase cycle; RHOB GTPase cycle; RHOJ GTPase cycle; Golgi Associated Vesicle Biogenesis; RND1 GTPase cycle; Cargo recognition for clathrin-mediated endocytosis; Transferrin endocytosis and recycling; RHOH GTPase cycle,ENSG00000072274
C9JRZ6,0,6,39212363.486979164,1.5178894191952573e-4,0.8837759862194133,-0.1782473638748592,0.7771438879310755,1,raw,37022371.875,40896952.75,42166932.25,47819000.78125,31225178.515625,36143744.75,MICOS complex subunit MIC19 OS=Homo sapiens OX=9606 GN=CHCHD3 PE=1 SV=2,NA,cytoskeleton;endosome,NA,54927,CHCHD3,NA,NA,ENSG00000106554
F8VX04,0,6,6486912.635416667,2.511048857285171e-5,0.8833943885332027,-0.17887042671694048,0.2618306658231519,0.7434453518424705,raw,6775981.25,7432533.0625,6226572.75,6565858,5454167.875,6466362.875,Sodium-coupled neutral amino acid transporter 1 OS=Homo sapiens OX=9606 GN=SLC38A1 PE=1 SV=1,NA,cytoskeleton,NA,81539,SLC38A1,Synaptic vesicle pathway; Ferroptosis; Neuroinflammation and glutamatergic signaling,NA,ENSG00000111371
P22087,0,6,123647509.107422,4.786328318269493e-4,0.8831393232423611,-0.1792870408243355,0.704951504142639,1,raw,112722973.292969,127823691.09375,144465942.0625,156891365.945313,87094954.203125,112886128.046875,rRNA 2'-O-methyltransferase fibrillarin OS=Homo sapiens OX=9606 GN=FBL PE=1 SV=2,cell organization and biogenesis;cellular component movement;cellular homeostasis;metabolic process,membrane;nucleus,structural molecule activity,2091,FBL,NA,Major pathway of rRNA processing in the nucleolus and cytosol; rRNA modification in the nucleus and cytosol,ENSG00000105202; ENSG00000280548
M0R2Z9,0,6,2419552.84375,9.365958422606804e-6,0.8824687607139893,-0.1803828868272991,0.5793043988941127,1,raw,3000585.59375,3244152.25,1603786.859375,1484654.5,2321274.84375,2862863.015625,SURP and G-patch domain-containing protein 2 OS=Homo sapiens OX=9606 GN=SUGP2 PE=1 SV=1,cellular component movement;cellular homeostasis,membrane,RNA binding,10147,SUGP2,mRNA processing,NA,ENSG00000064607
Q5RKV6,0,6,7322519.828125,2.834507890004941e-5,0.88143925362311,-0.18206694850302194,0.39388717086095304,0.8771698202096033,raw,9627448.40625,7994337.8125,6590291.0625,8486010.9375,4167173.5625,7069857.1875,Exosome complex component MTR3 OS=Homo sapiens OX=9606 GN=EXOSC6 PE=1 SV=1,cell proliferation;cellular component movement;cellular homeostasis;defense response;metabolic process,cytosol;membrane;mitochondrion;nucleus,NA,118460,EXOSC6,NA,"Major pathway of rRNA processing in the nucleolus and cytosol; ATF4 activates genes in response to endoplasmic reticulum  stress; KSRP (KHSRP) binds and destabilizes mRNA; Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA; Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA; mRNA decay by 3' to 5' exoribonuclease",ENSG00000223496
O14672,0,6,12412536.416666666,4.804825829611222e-5,0.88023598582577,-0.1840377416607667,0.8505242670258875,1,raw,14245529.8125,10818838.125,13065731.765625,17024465.1875,7819726.328125,11500927.28125,Disintegrin and metalloproteinase domain-containing protein 10 OS=Homo sapiens OX=9606 GN=ADAM10 PE=1 SV=1,cell death;cell growth;cell organization and biogenesis;cellular homeostasis;conjugation;defense response;development;metabolic process,cytoplasm;cytoskeleton;extracellular;membrane;nucleus,antioxidant activity;structural molecule activity,102,ADAM10,Alzheimer's disease and miRNA effects; Copper homeostasis; Canonical and non-canonical Notch signaling; VEGFA-VEGFR2 signaling pathway; 3q29 copy number variation syndrome; Interactions of natural killer cells in pancreatic cancer; Alzheimer's disease; Hypertrophy model,Amyloid fiber formation; Collagen degradation; Activated NOTCH1 Transmits Signal to the Nucleus; Constitutive Signaling by NOTCH1 PEST Domain Mutants; Constitutive Signaling by NOTCH1 HD Domain Mutants; Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants; NOTCH2 Activation and Transmission of Signal to the Nucleus; NOTCH3 Activation and Transmission of Signal to the Nucleus; Neutrophil degranulation; Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); Post-translational protein phosphorylation; Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant; Signaling by EGFR; EPH-ephrin mediated repulsion of cells; NOTCH4 Activation and Transmission of Signal to the Nucleus,ENSG00000137845
P78345,0,6,2690623.5416666665,1.0415258458699271e-5,0.8802270214863479,-0.1840524341683349,0.8076568180925818,1,raw,2345024.9375,3267681.4375,2800417.75,4008540.875,1257072.875,2465003.375,Ribonuclease P protein subunit p38 OS=Homo sapiens OX=9606 GN=RPP38 PE=1 SV=2,cellular component movement;cellular homeostasis,membrane;nucleus,RNA binding;structural molecule activity,10557,RPP38,Sphingolipid metabolism in senescence,tRNA processing in the nucleus; Major pathway of rRNA processing in the nucleolus and cytosol,ENSG00000152464
Q13426,0,6,7906228.5625,3.0604583895441675e-5,0.8799496747985038,-0.18450707794962745,0.5772229616230374,1,raw,8481723.09375,10559146.875,6181321.5,9074578,5439251.84375,7701350.0625,DNA repair protein XRCC4 OS=Homo sapiens OX=9606 GN=XRCC4 PE=1 SV=2,cell growth;cell proliferation;cellular homeostasis;coagulation;defense response;metabolic process,cytosol;membrane;nucleus,RNA binding;structural molecule activity,7518,XRCC4,"Non-homologous end joining; Male infertility; DNA repair pathways, full network",SUMOylation of DNA damage response and repair proteins; Nonhomologous End-Joining (NHEJ); 2-LTR circle formation,ENSG00000152422
Q9BZL4,0,6,539748.4453125,2.089337089918038e-6,0.8794484753506772,-0.18532903854720337,1,1,raw,148533.96875,1492855.0625,275402.46875,NA,242202.28125,NA,Protein phosphatase 1 regulatory subunit 12C OS=Homo sapiens OX=9606 GN=PPP1R12C PE=1 SV=1,development,endoplasmic reticulum;nucleus,DNA binding;structural molecule activity,54776,PPP1R12C,Focal adhesion,NA,ENSG00000125503
Q9H7E2,0,6,334585.7125,1.295163228266762e-6,0.8789574142940362,-0.18613482676001458,0.9702073375385367,1,raw,320173.8125,NA,342849.0625,565722,153140.0625,291043.625,Tudor domain-containing protein 3 OS=Homo sapiens OX=9606 GN=TDRD3 PE=1 SV=1,cell growth;cell proliferation;cellular component movement;cellular homeostasis,cytosol;extracellular;membrane;nucleus,structural molecule activity,81550,TDRD3,NA,NA,ENSG00000083544
P61964,0,6,13323760.010416666,5.1575555629091104e-5,0.8788920135190247,-0.18624217767679963,0.7477285357639609,1,raw,13097617.25,14618952.25,13781097.75,17878109.375,8454686.6875,12112096.75,WD repeat-containing protein 5 OS=Homo sapiens OX=9606 GN=WDR5 PE=1 SV=1,cell growth;cell organization and biogenesis;cellular homeostasis;defense response;metabolic process,endoplasmic reticulum;membrane;nucleus,structural molecule activity,11091,WDR5,Malignant pleural mesothelioma,Neddylation; Activation of anterior HOX genes in hindbrain development during early embryogenesis; RMTs methylate histone arginines; PKMTs methylate histone lysines; RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function; HATs acetylate histones,ENSG00000196363
Q96GK7,0,6,9115251.015625,3.5284644534421816e-5,0.8785227054675153,-0.1868485216393937,0.8843380928036423,1,raw,11963166.1875,5452156.75,10439878.3125,10509913.125,7855915.53125,8470476.1875,Fumarylacetoacetate hydrolase domain-containing protein 2A OS=Homo sapiens OX=9606 GN=FAHD2A PE=1 SV=1,NA,NA,structural molecule activity,51011,FAHD2A,NA,NA,ENSG00000115042
O00469,0,6,961493.2604166666,3.7218884985053995e-6,0.8780092417894877,-0.18769196946193206,1,1,raw,433230.59375,1835745.375,NA,NA,NA,615503.8125,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 OS=Homo sapiens OX=9606 GN=PLOD2 PE=1 SV=2",cell organization and biogenesis;cellular homeostasis;coagulation,cytoskeleton;extracellular,structural molecule activity,5352,PLOD2,Clear cell renal cell carcinoma pathways; Type I collagen synthesis in the context of osteogenesis imperfecta,Collagen biosynthesis and modifying enzymes,ENSG00000152952
A0A494C0W0,0,6,13479769.354166666,5.217945937555197e-5,0.8777035691436573,-0.18819432088522228,0.4450548593140012,0.9271939562980955,raw,13670565,14564474,14629590.625,12783290.8125,9655832.125,15574863.5625,Poly(A)-specific ribonuclease PARN OS=Homo sapiens OX=9606 GN=PARN PE=1 SV=1,cellular component movement;cellular homeostasis,membrane;nucleus,RNA binding;structural molecule activity,NA,PARN,Lung fibrosis,NA,ENSG00000140694
P23229,0,6,32877299.208333332,1.272662501371969e-4,0.8770814425547228,-0.18921728264553164,0.39469927677317984,0.8773167604394403,raw,32344714.0625,39042216.3125,31603010.8125,33985608.125,27718414.3125,32569831.625,Integrin alpha-6 OS=Homo sapiens OX=9606 GN=ITGA6 PE=1 SV=5,cell communication;cell growth;defense response;development;metabolic process,cytoplasm;cytoskeleton;nucleus,antioxidant activity;structural molecule activity,3655,ITGA6,Integrin-mediated cell adhesion; Arrhythmogenic right ventricular cardiomyopathy; Alpha 6 beta 4 signaling pathway; Mammary gland development pathway - Embryonic development (Stage 1 of 4); Focal adhesion; Regulation of apoptosis by parathyroid hormone-related protein; Focal adhesion: PI3K-Akt-mTOR-signaling pathway; PI3K-Akt signaling pathway; Ebola virus infection in host; Small cell lung cancer; Malignant pleural mesothelioma; GDNF signaling,Assembly of collagen fibrils and other multimeric structures; Integrin cell surface interactions; Syndecan interactions; Laminin interactions; Basigin interactions; Type I hemidesmosome assembly,ENSG00000091409
Q9UHB7,0.16666666666666666,6,786350.0364583334,3.043918534827039e-6,0.8767507758579083,-0.189761292733071,0.5911630336111351,1,raw,657348.9375,1014592.59375,821879.34375,889544.84375,516708.3125,818026.1875,AF4/FMR2 family member 4 OS=Homo sapiens OX=9606 GN=AFF4 PE=1 SV=1,metabolic process,membrane;nucleus,NA,27125,AFF4,NA,Formation of RNA Pol II elongation complex ; RNA Polymerase II Pre-transcription Events,ENSG00000072364
Q96FN4,0,6,1846857,7.149083732220236e-6,0.8766195450528705,-0.1899772494305643,0.8034191744873653,1,raw,1831216.90625,1980566.15625,1446937.5625,1605280.53125,1016451.40625,3200689.4375,Copine-2 OS=Homo sapiens OX=9606 GN=CPNE2 PE=1 SV=3,metabolic process,cytoplasm;cytoskeleton;membrane;nucleus,structural molecule activity,221184,CPNE2,NA,NA,ENSG00000140848
A0A2R8Y851,0,6,26524042.166666668,1.0267313515147099e-4,0.8765976280528526,-0.19001331974486851,0.5420969831133049,1,raw,21993182.53125,32292266.75,29599829.28125,27911747,28307324.4375,19039903,40S ribosomal protein S29 OS=Homo sapiens OX=9606 GN=RPS29 PE=1 SV=1,cell organization and biogenesis;cellular homeostasis,Golgi,RNA binding;structural molecule activity,NA,RPS29,NA,NA,ENSG00000213741
Q7LBC6,0,6,16194998.041666666,6.268996302530068e-5,0.87550108113552,-0.19181913467754094,0.6496769088581595,1,raw,13375375.6875,15210268.25,15808459.296875,12976873.546875,11710155.875,28088855.59375,Lysine-specific demethylase 3B OS=Homo sapiens OX=9606 GN=KDM3B PE=1 SV=2,cell growth;cell organization and biogenesis;cellular component movement;cellular homeostasis;metabolic process,membrane;nucleus,RNA binding;structural molecule activity,51780,KDM3B,Thermogenesis,HDMs demethylate histones,ENSG00000120733
A0A2R8Y7R9,0,6,2215939.3619791665,8.577781628091264e-6,0.8754932465957626,-0.19183204488687386,0.4677370384133492,0.9487880408298386,raw,2438798.390625,2832258.40625,1863513.875,1631493.8125,2611981.875,1917589.8125,Liprin-alpha-1 (Fragment) OS=Homo sapiens OX=9606 GN=PPFIA1 PE=1 SV=1,NA,cytosol;nucleus,NA,NA,PPFIA1,NA,NA,ENSG00000131626
Q96G21,0,6,8190787.205729167,3.1706095039602976e-5,0.875488650282532,-0.1918396190123585,0.6203193723127408,1,raw,7839114.65625,9668980.75,8279830.28125,10333548.15625,5774351.953125,7248897.4375,U3 small nucleolar ribonucleoprotein protein IMP4 OS=Homo sapiens OX=9606 GN=IMP4 PE=1 SV=1,cellular component movement;cellular homeostasis,membrane;nucleus,RNA binding,92856,IMP4,NA,Major pathway of rRNA processing in the nucleolus and cytosol; rRNA modification in the nucleus and cytosol,ENSG00000136718
Q15286,0,6,16029870.4375,6.205076298507645e-5,0.87513991632954935,-0.19241440313368274,0.6569242129531697,1,raw,16008297.75,20739443.75,13838069.375,20754351.375,12728813.5,12110246.875,Ras-related protein Rab-35 OS=Homo sapiens OX=9606 GN=RAB35 PE=1 SV=1,cell differentiation;cell growth;conjugation;defense response;development;metabolic process,cytoplasm;cytoskeleton;cytosol;mitochondrion;nucleus,structural molecule activity,11021,RAB35,NA,RAB GEFs exchange GTP for GDP on RABs; RAB geranylgeranylation; TBC/RABGAPs,ENSG00000111737
P40429,0,6,155453844.07291666,6.017534372031995e-4,0.8747784460056478,-0.19301042116785264,0.3561125126524447,0.8403332772639565,raw,169449701,189989346.8125,137880610.5,162541357.125,120614986.1875,152247062.8125,60S ribosomal protein L13a OS=Homo sapiens OX=9606 GN=RPL13A PE=1 SV=2,cell organization and biogenesis;cellular homeostasis;coagulation;metabolic process,cytosol;Golgi;nucleus,RNA binding;structural molecule activity,23521,RPL13A,VEGFA-VEGFR2 signaling pathway; Cytoplasmic ribosomal proteins,Regulation of expression of SLITs and ROBOs; L13a-mediated translational silencing of Ceruloplasmin expression; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Major pathway of rRNA processing in the nucleolus and cytosol; Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); SRP-dependent cotranslational protein targeting to membrane; Viral mRNA Translation; Response of EIF2AK4 (GCN2) to amino acid deficiency; Peptide chain elongation; Selenocysteine synthesis; Eukaryotic Translation Termination; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),ENSG00000142541
Q8TB61,0,6,4535436.265625,1.7556428908735967e-5,0.8744253764362879,-0.19359282525042637,0.6736785227833073,1,raw,4713534.1875,5106767.25,4294191.125,3339938.375,4121633.90625,5636552.75,Adenosine 3'-phospho 5'-phosphosulfate transporter 1 OS=Homo sapiens OX=9606 GN=SLC35B2 PE=1 SV=1,cellular homeostasis;conjugation,cytoskeleton;extracellular,catalytic activity,347734,SLC35B2,Proteoglycan biosynthesis,Transport and synthesis of PAPS; Transport of nucleotide sugars,ENSG00000157593
Q9H8M5,0.16666666666666666,6,1235309.1770833333,4.781815128160342e-6,0.8744007454244299,-0.19363346398313716,0.5542711312654901,1,raw,1068384.625,2071944.25,967897.125,1506237.875,863194.875,934196.3125,Metal transporter CNNM2 OS=Homo sapiens OX=9606 GN=CNNM2 PE=1 SV=2,conjugation;metabolic process,cytoplasm;cytoskeleton;nucleus,catalytic activity;structural molecule activity,54805,CNNM2,NA,NA,ENSG00000148842
Q8ND24,0,6,1185676.4947916667,4.5896896947576426e-6,0.8736455118723339,-0.19488008061421064,0.950306038332067,1,raw,880506.71875,1855319.1875,867699.1875,518201.71875,1620891.28125,1371440.875,RING finger protein 214 OS=Homo sapiens OX=9606 GN=RNF214 PE=1 SV=2,cell organization and biogenesis;cellular homeostasis,NA,structural molecule activity,257160,RNF214,NA,NA,ENSG00000167257
